,image,captions,image_path
67,Class_12_Figure 5.9.jpg,Schematic structure of a transcription unit It is a DNA sequence that provides binding site for RNA polymerase and it is the presence of a promoter in a transcription unit that also defines the template and coding strands.  By switching its position with terminator the definition of coding and template strands could be reversed. The terminator is located towards 3'-end (downstream) of the coding strand and it usually defines the end of the process of transcription (Figure 5.9). ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.9.jpg
68,Class_12_Figure 5.10.jpg,Process of Transcription in Bacteria The RNA polymerase is only capable of catalysing the process of elongation.  It associates transiently with initiation-factor (?) and termination-factor (?) to initiate and terminate the transcription respectively. Association with these factors alter the specificity of the RNA polymerase to either initiate or terminate (Figure 5.10).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.10.jpg
69,Class_12_Figure 5.11.jpg,Process of Transcription in Eukaryotes hnRNA undergoes additional processing called as capping and tailing. In capping an unusual nucleotide (methyl guanosine triphosphate) is added to the 5'-end of hnRNA. In tailing adenylate residues (200-300) are added at 3'-end in a template independent manner. It is the fully processed hnRNA now called mRNA that is transported out of the nucleus for translation (Figure 5.11).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.11.jpg
70,Class_12_Figure 5.12.jpg,tRNA - the adapter molecule anticodon loopthat has bases complementary to the code and it also has an amino acid acceptor  end to which it binds to amino acids. tRNAs are specific for each amino acid (Figure 5.12). ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.12.jpg
71,Class_12_Figure 5.13.jpg,Translation refers to the process of polymerisation of amino acids to form a polypeptide (Figure 5.13). The order and sequence of amino acids are defined by the sequence of bases in the mRNA. The amino acids are joined by a bond which is known as a peptide bond.  Formation of a peptide bond requires energy.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.13.jpg
72,Class_12_Figure 5.14.jpg,The lac Operon The repressor protein binds to the operator region of the operon and prevents RNA polymerase from transcribing the operon.  In the presence of an inducer such as lactose or allolactose the repressor is inactivated by interaction with the inducer. This allows RNA polymerase access to the promoter and transcription proceeds (Figure 5.14).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.14.jpg
73,Class_12_Figure 5.15.jpg,A representative diagram of human genome project This required generation of overlapping fragments for sequencing.  Alignment of these sequences was humanly not possible. Therefore specialised computer based programs were developed (Figure 5.15).  These sequences were subsequently annotated and were assigned to each chromosome.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.15.jpg
74,Class_12_Figure 5.16.jpg,Schematic representation of DNA fingerprinting: Few representative chromosomes have been shown to contain different copy number of VNTR.  For the sake of understanding different colour schemes have been used to trace the origin of each band in the gel.  The two alleles (paternal and maternal) of a chromosome also contain different copy numbers of VNTR.  It is clear that the banding pattern of DNA from crime scene matches with individual B and not with A detection of hybridised DNA fragments by autoradiography. A schematic representation of DNA fingerprinting is shown in Figure 5.16.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 5.16.jpg
75,Class_12_Figure 6.1.jpg,Diagrammatic representation of Millers experiment . In 1953 S.L. Miller an American scientist created similar conditions in a laboratory scale (Figure 6.1). He created electric discharge in a closed flask containing CH4  H2  NH3 and water vapour at 8000C. He observed formation of amino acids.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.1.jpg
76,Class_12_Figure 6.2.jpg,A family tree of dinosaurs and their living modern day counterpart organisms like crocodiles and birds  Different-aged rock sediments contain fossils of different life-forms who probably died during the formation of the particular sediment. Some of them appear similar to modern organisms (Figure 6.2). They represent extinct organisms (e.g. Dinosaurs). A study of fossils in different sedimentary layers indicates the geological period in which they existed. ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.2.jpg
77,Class_12_Figure 6.3.jpg,Example of homologous organs in (a) Plants and (b) Animals  This is divergent evolution and these structures are homologous.  Homology indicates common ancestry.  Other examples are vertebrate hearts or brains. In  plants also the thorn and tendrils of Bougainvillea and Cucurbita represent homology (Figure 6.3a). Homology is based on divergent evolution whereas analogy refers to a situation exactly opposite. For example whales bats Cheetah and human (all mammals) share similarities in the pattern of bones of forelimbs (Figure 6.3b).  Though these forelimbs perform different functions in these animals they have similar anatomical structure  all of them have humerus radius ulna carpals metacarpals and phalanges in their forelimbs.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.3.jpg
78,Class_12_Figure 6.4.jpg,Figure showing white - winged moth and dark - winged moth (melanised) on a tree trunk (a) In unpolluted area (b) In polluted area Do you know that lichens can be used as industrial pollution indicators? They will not grow in areas that are polluted.  Hence moths that were able to camouflage themselves i.e. hide in the background survived (Figure 6.4). This understanding is supported by the fact that in areas where industrialisation did not occur e.g. in rural areas the count of melanic moths was low.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.4.jpg
79,Class_12_Figure 6.5.jpg,Variety of beaks of finches that Darwin found in Galapagos Island From the original seed-eating features many other forms with altered beaks arose enabling them to become insectivorous and vegetarian finches (Figure 6.5). This process of evolution of different species in a given geographical area starting from a point and literally radiating to other areas of geography (habitats) is called adaptive radiation.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.5.jpg
80,Class_12_Figure 6.6.jpg,Adaptive radiation of marsupials of Australia Another example is Australian marsupials. A number of marsupials each different from the other (Figure 6.6) evolved from an ancestral stock but all within the Australian island continent.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.6.jpg
81,Class_12_Figure 6.7.jpg,Picture showing convergent evolution of Australian Marsupials and placental mammals Placental mammals in Australia also exhibit adaptive radiation in evolving into varieties of such placental mammals each of which appears to be similar to a corresponding marsupial (e.g. Placental wolf and Tasmanian wolf-marsupial). (Figure 6.7),C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.7.jpg
82,Class_12_Figure 6.8.jpg,Diagrammatic representation of the operation of natural selection on different traits : (a) Stabilising (b) Directional and (c) Disruptive Natural selection can lead to stabilisation (in which more individuals acquire mean character value) directional change (more individuals acquire value other than the mean character value) or disruption (more individuals acquire peripheral character value at both ends of the distribution curve) (Figure 6.8).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.8.jpg
83,Class_12_Figure 6.9.jpg,A sketch of the evolution of plant forms through geological periods  A rough sketch of the evolution of life forms their times on a geological scale are indicated in (Figures 6.9 and 6.10).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.9.jpg
84,Class_12_Figure 6.10.jpg,Representative evolutionary history of vertebrates through geological periods  A rough sketch of the evolution of life forms their times on a geological scale are indicated in (Figures 6.9 and 6.10).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.10.jpg
85,Class_12_Figure 6.11.jpg,A comparison of the skulls of adult modern human being baby chimpanzee and adult chimpanzee. The skull of baby chimpanzee is more like adult human skull than adult chimpanzee skull They were hairy and walked like gorillas and chimpanzees. Ramapithecus was more man-like while Dryopithecus was more ape-like. Few fossils of man-like bones have been discovered in Ethiopia and Tanzania (Figure 6.11). These revealed hominid features leading to the belief that about 3-4 mya man-like primates walked in eastern Africa.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 6.11.jpg
86,Class_12_Figure 7.1.jpg,Stages in the life cycle of Plasmodium  Let us take a glance at the life cycle of Plasmodium (Figure 7.1). Plasmodium enters the human body as sporozoites (infectious form) through the bite of infected female Anopheles mosquito. The parasites initially multiply within the liver cells and then attack the red blood cells (RBCs) resulting in their rupture.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.1.jpg
87,Class_12_Figure 7.2.jpg,Diagram showing inflammation in one of the lower limbs due to elephantiasis Wuchereria (W. bancrofti and W. malayi) the filarial worms cause a slowly developing chronic inflammation of the organs in which they live for many years usually the lymphatic vessels of the lower limbs and the disease is called elephantiasis or filariasis (Figure 7.2). The genital organs are also often affected resulting in gross deformities. The pathogens are transmitted to a healthy person through the bite by the female mosquito vectors.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.2.jpg
88,Class_12_Figure 7.3.jpg,Diagram showing ringworm affected area of the skin Many fungi belonging to the  genera Microsporum Trichophyton and Epidermophyton are responsible for ringworms which is one of the most common infectious diseases in man. Appearance of dry scaly lesions on various parts of the body such as skin nails and scalp (Figure 7.3) are the main symptoms of the disease.  These lesions are accompanied by intense itching.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.3.jpg
89,Class_12_Figure 7.4.jpg,Structure of an antibody molecule Different types of antibodies are produced in our body. IgA IgM IgE IgG are some of them. A cartoon of an antibody is given in Figure 7.4. Because these antibodies are found in the blood the response is also called as humoral immune response. This is one of the two types of our acquired immune response  antibody mediated. The second type is called cell-mediated immune response or cell-mediated immunity (CMI).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.4.jpg
90,Class_12_Figure 7.5.jpg,Diagrammatic representation of Lymph nodes The secondary lymphoid organs provide the sites for interaction of lymphocytes with the antigen which then proliferate to become effector cells. The location of various lymphoid organs in the human body is shown in Figure 7.5.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.5.jpg
91,Class_12_Figure 7.6.jpg,Replication of retrovirus  AIDS is caused by the Human Immuno deficiency Virus (HIV) a member of a group of viruses called retrovirus which have an envelope enclosing the RNA genome (Figure 7.6). Transmission of HIV-infection generally occurs by (a) sexual contact with infected person (b) by transfusion of contaminated blood and blood products (c) by sharing infected needles as in the case of intravenous drug abusers and (d) from infected mother to her child through placenta. ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.6.jpg
92,Class_12_Figure 7.7.jpg,Chemical structure of Morphine Opioids are the drugs which bind to specific opioid receptors present in our central nervous system and gastrointestinal tract. Heroin (Figure 7.7) commonly called smack is chemically diacetylmorphine which is a white odourless bitter crystalline compound. ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.7.jpg
93,Class_12_Figure 7.8.jpg,This is obtained by acetylation of morphine (Figure 7.7) which is extracted from the latex of poppy plant Papaver somniferum (Figure 7.8).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.8.jpg
94,Class_12_Figure 7.9.jpg,Skeletal structure of cannabinoid molecule Cannabinoids are a group of chemicals (Figure 7.9) which interact with cannabinoid receptors present principally in the brain.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.9.jpg
95,Class_12_Figure 7.10.jpg,Leaves of Cannabis sativa Natural cannabinoids are obtained from the inflorescences of the plant Cannabis sativa (Figure 7.10). ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.10.jpg
96,Class_12_Figure 7.11.jpg,Flowering branch of Datura Excessive dosage of cocaine causes hallucinations. Other well-known plants with hallucinogenic properties are Atropa belladona and Datura (Figure 7.11).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 7.11.jpg
97,Class_12_Figure 8.1a.png,Bacteria: (a) Rod-shaped magnified 1500X  Some of the microbes are shown in Figures 8.1 and 8.2.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.1a.png
98,Class_12_Figure 8.1b.png,Spherical shaped magnified1500X  Some of the microbes are shown in Figures 8.1 and 8.2.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.1b.png
99,Class_12_Figure 8.1c.png, A rodshaped bacterium showing flagella magnified 50000X  Some of the microbes are shown in Figures 8.1 and 8.2.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.1c.png
100,Class_12_Figure 8.2a.png,Viruses: (a) A bacteriophage  Some of the microbes are shown in Figures 8.1 and 8.2.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.2a.png
101,Class_12_Figure 8.2b.png,Viruses:  (b) Adenovirus which causes respiratory infections  Some of the microbes are shown in Figures 8.1 and 8.2.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.2b.png
102,Class_12_Figure 8.2c.png,Viruses: (c) Rod-shaped Tobacco Mosaic Virus (TMV). Magnified about 100000150000X  Some of the microbes are shown in Figures 8.1 and 8.2.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.2c.png
103,Class_12_Figure 8.3a.png,(a) Colonies of bacteria growing in a petri dish; Microbes like bacteria and many fungi can be grown on nutritive media to form colonies (Figure 8.3) that can be seen with the naked eyes.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.3a.png
104,Class_12_Figure 8.3b.png,(b) Fungal colony growing in a petri dish Microbes like bacteria and many fungi can be grown on nutritive media to form colonies (Figure 8.3) that can be seen with the naked eyes.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.3b.png
105,Class_12_Figure 8.4.png,Fermentors Production on an industrial scale requires growing microbes in very large vessels called fermentors (Figure 8.4).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.4.png
106,Class_12_Figure 8.5.png,Fermentation Plant Wine and beer are produced without distillation whereas whisky brandy and rum are produced by distillation of the fermented broth. The photograph of a fermentation plant is shown in Figure 8.5.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.5.png
107,Class_12_Figure 8.6.png,Secondary treatment Secondary treatment or Biological treatment : The primary effluent is passed into large aeration tanks (Figure 8.6) where it is constantly agitated mechanically and air is pumped into it.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.6.png
108,Class_12_Figure 8.7.png,An aerial view of a sewage plant  The effluent from the secondary treatment plant is generally released into natural water bodies like rivers and streams. An aerial view of such a plant is shown in Figure 8.7.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.7.png
109,Class_12_Figure 8.8.png,A typical biogas plant So biogas plants are more often built in rural areas. The biogas thus produced is used for cooking and lighting. The picture of a biogas plant is shown in Figure 8.8. The technology of biogas production was developed in India mainly due to the efforts of Indian Agricultural Research Institute (IARI) and Khadi and Village Industries Commission (KVIC).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 8.8.png
110,Class_12_Figure 9.1.png,Steps in formation of recombinant DNA by action of restriction endonuclease enzyme - EcoRI  Once it finds its specific recognition sequence it will bind to the DNA and cut each of the two strands of the double helix at specific points in their sugar-phosphate backbones (Figure 9.1). Each restriction endonuclease recognises a specific palindromic nucleotide sequences in the DNA.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.1.png
111,Class_12_Figure 9.2.png,Diagrammatic representation of recombinant DNA technology  When cut by the same restriction enzyme the resultant DNA fragments have the same kind of sticky-ends and these can be joined together (end-to-end) using DNA ligases (Figure 9.2).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.2.png
112,Class_12_Figure 9.3.png,A typical agarose gel electrophoresis showing migration of undigested (lane 1) and digested set of DNA fragments (lane 2 to 4)  Look at the Figure 9.3 and guess at which end of the gel the sample was loaded. The separated DNA fragments can be visualised only after staining the DNA with a compound known as ethidium bromide followed by exposure to UV radiation (you cannot see pure DNA fragments in the visible light and without staining). You can see bright orange coloured bands of DNA in a ethidium bromide stained gel exposed to UV light (Figure 9.3). The separated bands of DNA are cut out from the agarose gel and extracted from the gel piece. This step is known as elution. DNA is a negatively charged molecule hence it moves towards the positive electrode (anode) (Figure 9.3). ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.3.png
113,Class_12_Figure 9.4.png,E. coli cloning vector pBR322 showing restriction sites (Hind III EcoR I BamH I Sal I Pvu II Pst I Cla I) ori and antibiotic resistance genes (ampR and tetR). rop codes for the proteins involved in the replication of the plasmid. Presence of more than one recognition sites within the vector will generate several fragments which will complicate the gene cloning (Figure 9.4). The ligation of alien DNA is carried out at a restriction site present in one of the two antibiotic resistance genes.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.4.png
114,Class_12_Figure 9.5.png,DNA that separates out can be removed by spooling  Other molecules can be removed by appropriate treatments and purified DNA ultimately precipitates out after the addition of chilled ethanol. This can be seen as collection of fine threads in the suspension (Figure 9.5).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.5.png
115,Class_12_Figure 9.6.png,Polymerase chain reaction (PCR) : Each cycle has three steps: (i) Denaturation; (ii) Primer annealing; and (iii) Extension of primers Such repeated amplification is achieved by the use of a thermostable DNA polymerase (isolated from a bacterium Thermus aquaticus) which remain active during the high temperature induced denaturation of double stranded DNA.  The amplified fragment  if desired can now be used to ligate with a vector for further cloning (Figure 9.6).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.6.png
116,Class_12_Figure 9.7a.png,Simple stirred-tank bioreactor Small volume cultures cannot yield appreciable quantities of products. To produce in large quantities the development of bioreactors where large volumes (100-1000 litres) of culture can be processed was required. Thus bioreactors can be thought of as vessels in which raw materials are biologically converted into specific products  individual enzymes etc. using microbial plant animal or human cells. A bioreactor provides the optimal conditions for achieving the desired product by providing optimum growth conditions (temperature pH substrate salts vitamins oxygen). The most commonly used bioreactors are of stirring type which are shown in Figure 9.7.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.7a.png
117,Class_12_Figure 9.7b.png,Sparged stirred-tank bioreactor through which sterile air bubbles are sparged Small volume cultures cannot yield appreciable quantities of products. To produce in large quantities the development of bioreactors where large volumes (100-1000 litres) of culture can be processed was required. Thus bioreactors can be thought of as vessels in which raw materials are biologically converted into specific products  individual enzymes etc. using microbial plant animal or human cells. A bioreactor provides the optimal conditions for achieving the desired product by providing optimum growth conditions (temperature pH substrate salts vitamins oxygen). The most commonly used bioreactors are of stirring type which are shown in Figure 9.7.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 9.7b.png
118,Class_12_Figure 10.1.png,Cotton boll: (a) destroyed by bollworms; (b) a fully mature cotton boll Specific Bt toxin genes were isolated from Bacillus thuringiensis and incorporated into the several crop plants such as cotton (Figure 10.1). The choice of genes depends upon the crop and the targeted pest as most Bt toxins are insect-group specific.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 10.1.png
119,Class_12_Figure 10.2.png,Host plant-generated dsRNA triggers protection against nematode infestation: (a) Roots of a typical control plants; (b) transgenic plant roots 5 days after deliberate infection of nematode but protected through novel mechanism. Using Agrobacterium vectors nematode-specific genes were introduced into the host plant (Figure 10.2). The introduction of DNA was such that it produced both sense and anti-sense RNA in the host cells. These two RNAs being complementary to each other formed a double stranded (dsRNA) that initiated RNAi and thus silenced the specific mRNA of the nematode. The consequence was that the parasite could not survive in a transgenic host expressing specific interfering RNA. The transgenic plant therefore got itself protected from the parasite (Figure 10.2).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 10.2.png
120,Class_12_Figure 10.3.png,Maturation of pro-insulin into insulin (simplified) Insulin used for diabetes was earlier extracted from pancreas of slaughtered cattle and pigs. Insulin from an animal source though caused some patients to develop allergy or other types of reactions to the foreign protein. Insulin consists of two short polypeptide chains: chain A and chain B that are linked together by disulphide bridges (Figure 10.3).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 10.3.png
121,Class_12_Figure 11.1.png,Representation of age pyramids for human population A population at any given time is composed of individuals of different ages. If the age distribution (per cent individuals of a given age or age group) is plotted for the population the resulting structure is called an age pyramid (Figure 11.1). For human population the age pyramids generally show age distribution of males and females in a  diagram. ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 11.1.png
122,Class_12_Figure 11.2.png,Natality refers to the number of births during a given period in the population that are added to the initial density. Mortality is the number of deaths in the population during a given period. Immigration is the number of individuals of the same species that have come into the habitat from elsewhere during the time period under consideration.Emigration is the number of individuals of the population who left the habitat and gone elsewhere during the time period under consideration.  So if N is the population density at time t then its density at time t +1 is Nt+1 = Nt + [(B + I)  (D + E)],C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 11.2.png
123,Class_12_Figure 11.3.png,Population growth curve a when responses are not limiting the growth plot is exponential b when responses are limiting the growth plot is logistic K is carrying capacity A population growing in a habitat with limited resources show initially a lag phase followed by phases of acceleration and deceleration and finally an asymptote when the population density reaches the carrying capacity. A plot of N in relation to time (t) results in a sigmoid curve. This type of population growth is called Verhulst-Pearl Logistic Growth (Figure 11.3) ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 11.3.png
124,Class_12_Figure 11.4.png,Mutual relationship between fig tree and wasp: (a) Fig flower is pollinated by wasp; (b) Wasp laying eggs in a fig fruit Now you can see why plant-animal interactions often involve co-evolution of the mutualists that is the evolutions of the flower and its pollinator species are tightly linked with one another. In many species of fig trees there is a tight one-to-one relationship with the pollinator species of wasp (Figure 11.4).  It means that a given fig species can be pollinated only by its partner wasp species and no other species.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 11.4.png
125,Class_12_Figure 11.5.png,Showing bee-a pollinator on orchid flower Orchids show a bewildering diversity of floral patterns many of which have evolved to attract the right pollinator insect (bees and bumblebees) and ensure guaranteed pollination by it (Figure 11.5). ,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 11.5.png
126,Class_12_Figure 12.1.png,Diagrammatic representation of decomposition cycle in a terrestrial ecosystem Similarly  decomposers break down complex organic matter into inorganic substances like carbon dioxide water and nutrients and the process is called decomposition. Dead plant remains such as leaves bark flowers and dead remains of animals including fecal matter constitute detritus which is the raw material for decomposition. The important steps in the process of decomposition are fragmentation leaching catabolism humification and mineralisation. Detritivores (e.g. earthworm) break down detritus into smaller particles. This process is called fragmentation. By the process of leaching watersoluble inorganic nutrients go down into the soil horizon and get precipitated as unavailable salts. Bacterial and fungal enzymes degrade detritus into simpler inorganic substances. This process is called as catabolism. It is important to note that all the above steps in decomposition  operate simultaneously on the detritus (Figure 12.1).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 12.1.png
127,Class_12_Figure 12.2.png,Diagrammatic representation of trophic levels in an ecosystem Organisms occupy a place in the natural surroundings or in a community according to their feeding relationship with other organisms. Based on the source of their nutrition or food organisms occupy a specific place in the food chain that is known as their trophic level. Producers belong to the first trophic level herbivores (primary consumer) to the second and carnivores (secondary consumer) to the third (Figure 12.2).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 12.2.png
128,Class_12_Figure 12.3.png,Energy flow through different trophic levels The number of trophic levels in the grazing food chain is restricted as the transfer of energy follows 10 per cent law  only 10 per cent of the energy is transferred to each trophic level from the lower trophic level.  In nature it is possible to have so many levels  producer herbivore primary carnivore secondary carnivore in the grazing food chain (Figure 12.3) .,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 12.3.png
129,Class_12_Figure 12.4a.png,(a) Pyramid of numbers in a grassland ecosystem. Only three top-carnivores are supported in an ecosystem based on production of nearly 6 millions plants This relationship is expressed in terms of number biomass or energy. The base of each pyramid represents the producers or the first trophic level while the apex represents tertiary or top level consumer. The three types of ecological pyramids that are usually studied are (a) pyramid of number; (b) pyramid of biomass and (c) pyramid  of energy. For detail (see Figure 12.4 a b c and d).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 12.4a.png
130,Class_12_Figure 12.4b.png,Pyramid of biomass shows a sharp decrease in biomass at higher trophic levels This relationship is expressed in terms of number biomass or energy. The base of each pyramid represents the producers or the first trophic level while the apex represents tertiary or top level consumer. The three types of ecological pyramids that are usually studied are (a) pyramid of number; (b) pyramid of biomass and (c) pyramid of energy. For detail (see Figure 12.4 a b c and d).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 12.4b.png
131,Class_12_Figure 12.4c.png,Inverted pyramid of biomass-small standing crop of phytoplankton supports large standing crop of zooplankton This relationship is expressed in terms of number biomass or energy. The base of each pyramid represents the producers or the first trophic level while the apex represents tertiary or top level consumer. The three types of ecological pyramids that are usually studied are (a) pyramid of number; (b) pyramid of biomass and (c) pyramid of energy. For detail (see Figure 12.4 a b c and d).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 12.4c.png
132,Class_12_Figure 12.4d.png,An ideal pyramid of energy. Observe that primary producers convert only 1% of the energy in the sunlight available to them into NPP This relationship is expressed in terms of number biomass or energy. The base of each pyramid represents the producers or the first trophic level while the apex represents tertiary or top level consumer. The three types of ecological pyramids that are usually studied are (a) pyramid of number; (b) pyramid of biomass and (c) pyramid of energy. For detail (see Figure 12.4 a b c and d).,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 12.4d.png
133,Class_12_Figure 13.1.png,Representing global biodiversity: proportionate number of species of major taxa of plants invertebrates and vertebrates That means out of every 10 animals on this planet 7 are insects. Again how do we explain this enormous diversification of insects? The number of fungi species in the world is more than the combined total of the species of fishes amphibians reptiles and mammals. In Figure 13.1 biodiversity is depicted showing species number of major taxa.,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 13.1.png
134,Class_12_Figure 13.2.png,Showing species area relationship. Note that on log scale the relationship becomes linear In fact the relation between species richness and area for a wide variety of taxa (angiosperm plants birds bats freshwater fishes) turns out to be a rectangular hyperbola (Figure13.2). On a logarithmic scale the relationship is a straight line described by the equation log S =  log C + Z log A,C:\Users\student\Desktop\202418003\Minor Project\Class 12\dataset\images\Class_12_Figure 13.2.png
